Sexo;Edad;Nacionalidad;Fecha de alta;Fecha de baja;Situación laboral;Nivel académico;Distrito;Barrio;Número
Mujer;36-45;ESPAÑOLA;21/01/2013;-;Trabajando;07-A Diplomado Universitario;OTROS;OTROS;1
Mujer;48-57;ESPAÑOLA;19/01/2016;-;Trabajando;08-A Licenciado Universitario;HORTALEZA;PINAR DEL REY;1
Mujer;60-69;ESPAÑOLA;19/07/2017;-;Desempleado/a;106-N Licenciado Universitario;CARABANCHEL;OPAÑEL;1
Mujer;35-44;ESPAÑOLA;18/09/2012;-;Trabajando;105-N Diplomado Universitario;CARABANCHEL;SAN ISIDRO;1
Mujer;34-43;ESPAÑOLA;05/12/2008;-;Estudiando;200-N NS/NC;OTROS;OTROS;1
Mujer;66-75;ESPAÑOLA;01/03/2018;-;Jubilado/a;-;VICALVARO;VALDEBERNARDO;1
Mujer;58-67;ESPAÑOLA;23/08/2006;-;Trabajando;07-A Diplomado Universitario;FUENCARRAL-EL PARDO;VALVERDE;1
Varón;>90;ESPAÑOLA;19/06/2008;22/03/2023;Jubilado/a;200-N NS/NC;VILLAVERDE;LOS ANGELES;1
Mujer;36-45;PERUANA;21/09/2020;-;Desempleado/a;08-A Licenciado Universitario;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;43-52;ESPAÑOLA;15/07/2016;-;Trabajando;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;SAN DIEGO;1
Mujer;20-29;RUMANA;18/06/2019;-;Estudiando;102-N Bachillerato;VILLAVERDE;LOS ANGELES;1
Varón;81-90;ESPAÑOLA;17/05/2023;-;-;-;MONCLOA-ARAVACA;ARGUELLES;1
Mujer;64-73;ESPAÑOLA;22/04/2010;30/07/2021;-;08-A Licenciado Universitario;LATINA;PUERTA DEL ANGEL;1
Mujer;39-48;ESPAÑOLA;18/04/2008;-;Trabajando;08-A Licenciado Universitario;RETIRO;ESTRELLA;1
Mujer;70-79;ESPAÑOLA;16/06/2017;-;Jubilado/a;03-A BUP/Bachillerato;SALAMANCA;GUINDALERA;1
Mujer;20-29;ESPAÑOLA;09/06/2022;-;Estudiando;04-A FP;ARGANZUELA;IMPERIAL;1
Varón;59-68;ESPAÑOLA;27/09/2022;-;Otra situación;03-A BUP/Bachillerato;CENTRO;EMBAJADORES;1
Mujer;45-54;ESPAÑOLA;18/05/2005;-;Trabajando;06-A Módulo Profesional;TETUAN;BELLAS VISTAS;1
Mujer;21-30;ESPAÑOLA;08/04/2022;-;Estudiando;-;OTROS;OTROS;1
Varón;84-93;ESPAÑOLA;08/07/2016;-;Jubilado/a;02-A EGB/Graduado Escolar;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;63-72;ESPAÑOLA;12/09/2007;-;Trabajando;03-A BUP/Bachillerato;MORATALAZ;MEDIA LEGUA;1
Mujer;35-44;LITUANA;03/12/2009;-;-;106-N Licenciado Universitario;RETIRO;IBIZA;1
Mujer;81-90;ESPAÑOLA;22/03/2016;-;-;02-A EGB/Graduado Escolar;FUENCARRAL-EL PARDO;PEÑA GRANDE;1
Mujer;49-58;VENEZOLANA;12/04/2019;-;Trabajando;106-N Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;48-57;ESPAÑOLA;26/02/2008;-;Trabajando;05-A COU;CARABANCHEL;ABRANTES;1
Mujer;70-79;ESPAÑOLA;10/12/2007;-;Otra situación;02-A EGB/Graduado Escolar;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;17-26;ESPAÑOLA;14/12/2022;-;Estudiando;02-A EGB/Graduado Escolar;RETIRO;IBIZA;1
Mujer;71-80;ESPAÑOLA;20/11/2018;-;Jubilado/a;08-A Licenciado Universitario;CHAMBERI;RIOS ROSAS;1
Varón;26-35;ESPAÑOLA;10/12/2021;-;Trabajando;-;TETUAN;CUATRO CAMINOS;1
Mujer;24-33;ESPAÑOLA;25/04/2018;-;Trabajando;04-A FP;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Mujer;69-78;ESPAÑOLA;22/01/2020;-;Jubilado/a;08-A Licenciado Universitario;MORATALAZ;VINATEROS;1
Varón;58-67;ESPAÑOLA;13/06/2019;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;PALOS DE LA FRONTERA;1
Varón;74-83;ESPAÑOLA;08/03/2018;-;Jubilado/a;-;LATINA;LUCERO;1
Varón;40-49;ESPAÑOLA;24/09/2019;-;-;08-A Licenciado Universitario;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Varón;56-65;ESPAÑOLA;02/10/2008;-;Desempleado/a;200-N NS/NC;OTROS;OTROS;1
Mujer;68-77;ESPAÑOLA;04/04/2022;-;Jubilado/a;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;PEÑA GRANDE;1
Varón;31-40;ESPAÑOLA;20/12/2017;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;38-47;BRASILEÑA;06/04/2021;-;Desempleado/a;-;BARAJAS;ALAMEDA DE OSUNA;1
Varón;43-52;ESPAÑOLA;01/03/2019;-;Trabajando;106-N Licenciado Universitario;LATINA;PUERTA DEL ANGEL;1
Mujer;25-34;ESPAÑOLA;03/04/2014;-;-;200-N NS/NC;OTROS;OTROS;1
Mujer;72-81;ESPAÑOLA;23/09/2011;-;Otra situación;200-N NS/NC;ARGANZUELA;IMPERIAL;1
Varón;43-52;BOLIVIANA;10/04/2019;-;Trabajando;03-A BUP/Bachillerato;VILLAVERDE;LOS ROSALES;1
Varón;37-46;COLOMBIANA;12/05/2022;-;Trabajando;-;CENTRO;PALACIO;1
Varón;64-73;ESPAÑOLA;11/02/2014;-;Desempleado/a;06-A Módulo Profesional;PUENTE DE VALLECAS;PORTAZGO;1
Mujer;25-34;ESPAÑOLA;14/12/2015;-;Estudiando;105-N Diplomado Universitario;OTROS;OTROS;1
Varón;52-61;PAKISTANÍ;09/07/2015;-;Desempleado/a;02-A EGB/Graduado Escolar;TETUAN;ALMENARA;1
Mujer;74-83;ESPAÑOLA;08/11/2013;-;Jubilado/a;200-N NS/NC;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;31-40;ESPAÑOLA;03/07/2008;-;Estudiando;03-A BUP/Bachillerato;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;33-42;ESPAÑOLA;03/07/2020;-;-;-;CIUDAD LINEAL;COSTILLARES;1
Mujer;32-41;ESPAÑOLA;27/04/2009;-;-;03-A BUP/Bachillerato;ARGANZUELA;IMPERIAL;1
Varón;>90;ESPAÑOLA;19/07/2010;-;-;200-N NS/NC;FUENCARRAL-EL PARDO;EL PILAR;1
Mujer;>90;ESPAÑOLA;08/02/2010;-;Jubilado/a;200-N NS/NC;CIUDAD LINEAL;CONCEPCION;1
Varón;43-52;ESPAÑOLA;09/07/2009;-;Trabajando;03-A BUP/Bachillerato;RETIRO;PACIFICO;1
Mujer;49-58;ARGENTINA;25/09/2009;-;Trabajando;07-A Diplomado Universitario;OTROS;OTROS;1
Mujer;37-46;ESPAÑOLA;15/04/2021;-;Trabajando;106-N Licenciado Universitario;HORTALEZA;CANILLAS;1
Mujer;28-37;ESPAÑOLA;16/06/2016;-;-;106-N Licenciado Universitario;HORTALEZA;APOSTOL SANTIAGO;1
Mujer;51-60;ESPAÑOLA;16/09/2016;-;Desempleado/a;07-A Diplomado Universitario;VICALVARO;CASCO H.VICALVARO;1
Mujer;40-49;ESPAÑOLA;16/11/2021;-;Trabajando;03-A BUP/Bachillerato;VILLAVERDE;BUTARQUE;1
Mujer;87-96;ESPAÑOLA;20/11/2006;22/03/2023;Otra situación;200-N NS/NC;SALAMANCA;LISTA;1
Mujer;42-51;ESPAÑOLA;14/11/2008;-;Trabajando;104-N Ciclo Formativo Grado Superior;CHAMBERI;ARAPILES;1
Varón;40-49;ESPAÑOLA;23/07/2019;-;Trabajando;-;CENTRO;UNIVERSIDAD;1
Varón;30-39;ESPAÑOLA;03/03/2015;-;Estudiando;106-N Licenciado Universitario;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;1
Mujer;20-29;ESPAÑOLA;13/04/2021;-;Estudiando;04-A FP;ARGANZUELA;DELICIAS;1
Mujer;24-33;ESPAÑOLA;24/02/2022;-;Estudiando;-;BARAJAS;CORRALEJOS;1
Mujer;32-41;ITALIANA;24/01/2023;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;GUINDALERA;1
Mujer;45-54;ESPAÑOLA;01/08/2019;-;Trabajando;08-A Licenciado Universitario;VILLAVERDE;LOS ROSALES;1
Mujer;72-81;ESPAÑOLA;13/01/2020;-;Jubilado/a;02-A EGB/Graduado Escolar;CARABANCHEL;VISTA ALEGRE;1
Mujer;22-31;ESPAÑOLA;05/05/2021;-;Estudiando;08-A Licenciado Universitario;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;2
Varón;35-44;ESPAÑOLA;08/03/2023;-;Trabajando;07-A Diplomado Universitario;RETIRO;ADELFAS;1
Varón;63-72;ESPAÑOLA;08/06/2016;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;43-52;ESPAÑOLA;25/05/2023;-;Trabajando;07-A Diplomado Universitario;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;66-75;ESPAÑOLA;15/06/2010;-;Desempleado/a;04-A FP;VICALVARO;CASCO H.VICALVARO;1
Mujer;83-92;ESPAÑOLA;07/10/2008;22/03/2023;Jubilado/a;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;45-54;ESPAÑOLA;13/10/2009;-;Trabajando;07-A Diplomado Universitario;CHAMARTIN;NUEVA ESPAÑA;1
Mujer;58-67;ESPAÑOLA;05/07/2004;-;Trabajando;03-A BUP/Bachillerato;OTROS;OTROS;1
Mujer;38-47;ESPAÑOLA;20/03/2018;-;Trabajando;106-N Licenciado Universitario;CARABANCHEL;SAN ISIDRO;1
Mujer;76-85;ESPAÑOLA;09/03/2020;-;-;-;CIUDAD LINEAL;VENTAS;1
Mujer;20-29;ESPAÑOLA;21/12/2022;-;Estudiando;-;HORTALEZA;CANILLAS;1
Varón;64-73;ESPAÑOLA;06/09/2010;-;Trabajando;03-A BUP/Bachillerato;CARABANCHEL;COMILLAS;1
Varón;23-32;ESPAÑOLA;27/06/2019;-;Estudiando;07-A Diplomado Universitario;CARABANCHEL;ABRANTES;1
Mujer;88-97;ESPAÑOLA;30/11/2010;-;-;200-N NS/NC;CHAMBERI;GAZTAMBIDE;1
Mujer;40-49;ESPAÑOLA;20/11/2017;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;59-68;VENEZOLANA;10/06/2007;-;Estudiando;07-A Diplomado Universitario;FUENCARRAL-EL PARDO;EL PILAR;1
Mujer;24-33;PERUANA;14/07/2021;-;Estudiando;05-A COU;OTROS;OTROS;1
Mujer;35-44;ESPAÑOLA;07/03/2018;-;Trabajando;07-A Diplomado Universitario;CHAMARTIN;EL VISO;1
Varón;41-50;ESPAÑOLA;10/10/2013;-;Desempleado/a;200-N NS/NC;CENTRO;EMBAJADORES;1
Mujer;31-40;ESPAÑOLA;28/10/2021;-;Trabajando;08-A Licenciado Universitario;MORATALAZ;MARROQUINA;1
Varón;62-71;ESPAÑOLA;05/11/2018;-;Otra situación;08-A Licenciado Universitario;LATINA;LAS AGUILAS;1
Varón;86-95;ESPAÑOLA;16/10/2015;-;-;200-N NS/NC;MONCLOA-ARAVACA;ARGUELLES;1
Varón;51-60;ESPAÑOLA;26/04/2010;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;ARAPILES;1
Mujer;42-51;PERUANA;26/02/2019;-;-;104-N Ciclo Formativo Grado Superior;CIUDAD LINEAL;QUINTANA;1
Mujer;40-49;ESPAÑOLA;21/12/2022;-;Trabajando;04-A FP;CHAMBERI;TRAFALGAR;1
Varón;72-81;ESPAÑOLA;10/04/2017;-;-;200-N NS/NC;HORTALEZA;APOSTOL SANTIAGO;1
Mujer;47-56;ESPAÑOLA;16/10/2009;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;RIOS ROSAS;1
Mujer;>90;NO IDENTIFICADO;07/04/2010;-;Jubilado/a;200-N NS/NC;CENTRO;PALACIO;9
Mujer;20-29;ESPAÑOLA;22/11/2022;-;Otra situación;-;HORTALEZA;CANILLAS;1
Varón;73-82;ESPAÑOLA;14/03/2018;-;-;-;CARABANCHEL;SAN ISIDRO;1
Mujer;56-65;ESPAÑOLA;19/12/2016;-;Trabajando;03-A BUP/Bachillerato;MORATALAZ;VINATEROS;1
Mujer;60-69;ESPAÑOLA;16/12/2006;-;-;08-A Licenciado Universitario;HORTALEZA;VALDEFUENTES;1
Mujer;29-38;CHINA;31/10/2019;-;-;-;PUENTE DE VALLECAS;ENTREVIAS;1
Mujer;59-68;ESPAÑOLA;14/11/2017;-;Desempleado/a;04-A FP;SAN BLAS - CANILLEJAS;SIMANCAS;1
Mujer;59-68;ESPAÑOLA;21/07/2017;-;Desempleado/a;102-N Bachillerato;OTROS;OTROS;1
Mujer;67-76;ESPAÑOLA;07/02/2019;-;Jubilado/a;02-A EGB/Graduado Escolar;CENTRO;EMBAJADORES;1
Varón;30-39;ESPAÑOLA;26/08/2014;-;-;200-N NS/NC;LATINA;CUATRO VIENTOS;1
Varón;50-59;ESPAÑOLA;24/04/2008;-;Trabajando;02-A EGB/Graduado Escolar;ARGANZUELA;DELICIAS;1
Mujer;22-31;ESPAÑOLA;24/07/2020;-;Estudiando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;44-53;COLOMBIANA;10/01/2023;-;Otra situación;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;49-58;VENEZOLANA;09/04/2019;-;Desempleado/a;07-A Diplomado Universitario;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;39-48;BRASILEÑA;30/09/2016;-;Trabajando;08-A Licenciado Universitario;CIUDAD LINEAL;COLINA;1
Mujer;51-60;ESPAÑOLA;15/12/2021;-;Desempleado/a;08-A Licenciado Universitario;CHAMARTIN;CIUDAD JARDIN;1
Varón;73-82;ESPAÑOLA;28/09/2010;-;-;08-A Licenciado Universitario;SAN BLAS - CANILLEJAS;ROSAS;1
Varón;42-51;ESPAÑOLA;19/06/2015;-;Trabajando;03-A BUP/Bachillerato;CHAMARTIN;PROSPERIDAD;1
Mujer;>90;ESPAÑOLA;20/01/2015;-;-;200-N NS/NC;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;28-37;ESPAÑOLA;23/12/2011;-;Estudiando;04-A FP;SAN BLAS - CANILLEJAS;ARCOS;1
Varón;78-87;ESPAÑOLA;27/09/2010;-;-;200-N NS/NC;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;44-53;ESPAÑOLA;15/04/2004;-;Trabajando;07-A Diplomado Universitario;LATINA;PUERTA DEL ANGEL;1
Varón;80-89;ESPAÑOLA;04/11/2022;-;-;-;CIUDAD LINEAL;COSTILLARES;1
Varón;55-64;ESPAÑOLA;27/07/2020;-;Jubilado/a;106-N Licenciado Universitario;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;51-60;ESPAÑOLA;23/11/2022;-;Trabajando;105-N Diplomado Universitario;OTROS;OTROS;1
Mujer;44-53;ESPAÑOLA;01/09/2011;-;-;08-A Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Mujer;28-37;ESPAÑOLA;13/02/2023;-;-;08-A Licenciado Universitario;ARGANZUELA;CHOPERA;1
Varón;32-41;ESPAÑOLA;26/09/2016;-;Trabajando;104-N Ciclo Formativo Grado Superior;OTROS;OTROS;1
Mujer;>90;ESPAÑOLA;18/07/2014;22/03/2023;-;200-N NS/NC;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;54-63;ESPAÑOLA;04/05/2011;-;-;200-N NS/NC;SALAMANCA;LISTA;1
Varón;40-49;ESPAÑOLA;25/10/2011;-;Trabajando;04-A FP;OTROS;OTROS;1
Mujer;77-86;ESPAÑOLA;01/05/2015;-;Jubilado/a;200-N NS/NC;LATINA;LUCERO;1
Mujer;60-69;ESPAÑOLA;26/09/2017;-;Desempleado/a;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;54-63;ESPAÑOLA;30/04/2010;-;Desempleado/a;200-N NS/NC;RETIRO;IBIZA;1
Varón;62-71;ESPAÑOLA;25/06/2009;-;Desempleado/a;08-A Licenciado Universitario;SALAMANCA;FUENTE DEL BERRO;1
Varón;40-49;ESPAÑOLA;18/12/2020;-;Trabajando;08-A Licenciado Universitario;CENTRO;JUSTICIA;1
Mujer;49-58;ESPAÑOLA;05/06/2007;-;Trabajando;07-A Diplomado Universitario;OTROS;OTROS;1
Mujer;77-86;ESPAÑOLA;02/02/2010;-;Jubilado/a;07-A Diplomado Universitario;LATINA;ALUCHE;1
Varón;69-78;ITALIANA;26/12/2013;31/03/2023;Trabajando;200-N NS/NC;CHAMARTIN;HISPANOAMERICA;1
Mujer;59-68;ESPAÑOLA;21/01/2016;-;Trabajando;03-A BUP/Bachillerato;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;27-36;MEXICANA;05/04/2022;-;Otra situación;04-A FP;CENTRO;CORTES;1
Mujer;57-66;ESPAÑOLA;12/08/2021;-;Trabajando;06-A Módulo Profesional;HORTALEZA;CANILLAS;1
Varón;75-84;ESPAÑOLA;09/07/2019;-;Jubilado/a;-;BARAJAS;ALAMEDA DE OSUNA;1
Mujer;38-47;BRASILEÑA;18/03/2019;-;Trabajando;08-A Licenciado Universitario;TETUAN;CUATRO CAMINOS;1
Mujer;79-88;ESPAÑOLA;05/11/2012;22/03/2023;-;03-A BUP/Bachillerato;RETIRO;ADELFAS;1
Mujer;88-97;ESPAÑOLA;21/10/2009;22/03/2023;Jubilado/a;08-A Licenciado Universitario;CHAMBERI;ALMAGRO;1
Varón;43-52;ESPAÑOLA;28/02/2019;-;Trabajando;102-N Bachillerato;OTROS;OTROS;1
Varón;30-39;ESPAÑOLA;21/11/2013;-;-;200-N NS/NC;RETIRO;NIÑO JESUS;1
Mujer;26-35;ESPAÑOLA;17/01/2023;-;Estudiando;08-A Licenciado Universitario;CHAMARTIN;NUEVA ESPAÑA;1
Mujer;49-58;ESPAÑOLA;10/02/2020;-;-;-;CHAMARTIN;CIUDAD JARDIN;1
Mujer;44-53;ESPAÑOLA;16/03/2010;-;Desempleado/a;08-A Licenciado Universitario;USERA;SAN FERMIN;1
Mujer;57-66;ESPAÑOLA;07/04/2021;-;Trabajando;03-A BUP/Bachillerato;CARABANCHEL;ABRANTES;1
Varón;50-59;ESPAÑOLA;28/06/2010;29/10/2021;-;200-N NS/NC;ARGANZUELA;PALOS DE LA FRONTERA;1
Mujer;55-64;ESPAÑOLA;02/06/2014;31/08/2018;Trabajando;106-N Licenciado Universitario;LATINA;LAS AGUILAS;1
Mujer;48-57;ESPAÑOLA;21/02/2022;-;Jubilado/a;02-A EGB/Graduado Escolar;LATINA;LAS AGUILAS;1
Mujer;24-33;IRAKÍ;27/03/2019;-;Trabajando;03-A BUP/Bachillerato;FUENCARRAL-EL PARDO;LA PAZ;1
Varón;79-88;ESPAÑOLA;30/06/2008;-;Jubilado/a;200-N NS/NC;VILLAVERDE;BUTARQUE;1
Varón;46-55;ESPAÑOLA;01/12/2009;-;Trabajando;104-N Ciclo Formativo Grado Superior;LATINA;PUERTA DEL ANGEL;1
Mujer;65-74;ESPAÑOLA;10/11/2008;-;Trabajando;03-A BUP/Bachillerato;PUENTE DE VALLECAS;SAN DIEGO;1
Mujer;63-72;ESPAÑOLA;21/11/2012;-;Desempleado/a;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;60-69;ESPAÑOLA;13/11/2012;-;Trabajando;200-N NS/NC;ARGANZUELA;IMPERIAL;1
Mujer;84-93;ESPAÑOLA;27/09/2010;-;-;200-N NS/NC;PUENTE DE VALLECAS;SAN DIEGO;1
Varón;40-49;MEXICANA;24/05/2017;-;-;08-A Licenciado Universitario;CENTRO;SOL;1
Mujer;71-80;OTRA;08/03/2019;-;-;-;HORTALEZA;PINAR DEL REY;1
Mujer;41-50;ESPAÑOLA;09/09/2013;-;Trabajando;03-A BUP/Bachillerato;LATINA;LAS AGUILAS;1
Varón;22-31;ESPAÑOLA;26/03/2018;-;Estudiando;102-N Bachillerato;OTROS;OTROS;1
Varón;70-79;ESPAÑOLA;01/04/2009;-;Desempleado/a;07-A Diplomado Universitario;USERA;MOSCARDO;1
Mujer;54-63;ESPAÑOLA;03/10/2013;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Varón;24-33;ESPAÑOLA;07/07/2017;-;Estudiando;106-N Licenciado Universitario;MORATALAZ;MEDIA LEGUA;1
Mujer;39-48;ESPAÑOLA;05/06/2009;-;Trabajando;200-N NS/NC;OTROS;OTROS;1
Varón;61-70;ESPAÑOLA;08/10/2020;-;Trabajando;08-A Licenciado Universitario;MORATALAZ;VINATEROS;1
Varón;>90;ESPAÑOLA;27/11/2006;31/07/2020;Jubilado/a;200-N NS/NC;SALAMANCA;FUENTE DEL BERRO;1
Varón;60-69;ESPAÑOLA;19/07/2022;-;Desempleado/a;-;MONCLOA-ARAVACA;ARGUELLES;1
Mujer;34-43;POLACA;22/02/2022;-;Trabajando;-;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;65-74;ALEMANA;13/11/2020;-;-;-;CIUDAD LINEAL;VENTAS;1
Mujer;26-35;ESPAÑOLA;29/01/2015;-;Estudiando;102-N Bachillerato;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Mujer;67-76;ESPAÑOLA;21/10/2015;-;Jubilado/a;03-A BUP/Bachillerato;LATINA;PUERTA DEL ANGEL;1
Mujer;47-56;ESPAÑOLA;12/08/2019;-;-;105-N Diplomado Universitario;FUENCARRAL-EL PARDO;VALVERDE;1
Varón;60-69;ESPAÑOLA;17/05/2023;-;Jubilado/a;08-A Licenciado Universitario;RETIRO;NIÑO JESUS;1
Varón;73-82;ESPAÑOLA;25/03/2022;-;-;-;CIUDAD LINEAL;VENTAS;1
Varón;62-71;ESPAÑOLA;12/06/2008;31/08/2020;Desempleado/a;03-A BUP/Bachillerato;CENTRO;EMBAJADORES;1
Varón;74-83;ESPAÑOLA;23/11/2022;-;-;-;VICALVARO;VALDERRIVAS;1
Mujer;33-42;MEXICANA;29/06/2022;-;Trabajando;106-N Licenciado Universitario;VILLA DE VALLECAS;SANTA EUGENIA;1
Varón;41-50;ITALIANA;12/04/2019;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;FUENTE DEL BERRO;1
Mujer;45-54;ESPAÑOLA;09/02/2009;-;Trabajando;104-N Ciclo Formativo Grado Superior;ARGANZUELA;CHOPERA;1
Varón;37-46;FRANCESA;14/09/2021;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;37-46;ESPAÑOLA;19/01/2016;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;46-55;ESPAÑOLA;24/07/2019;-;Trabajando;-;ARGANZUELA;CHOPERA;1
Mujer;27-36;COLOMBIANA;20/06/2019;31/07/2019;Estudiando;102-N Bachillerato;TETUAN;CASTILLEJOS;1
Varón;79-88;ESPAÑOLA;18/11/2016;-;-;200-N NS/NC;ARGANZUELA;IMPERIAL;1
Mujer;33-42;ESPAÑOLA;12/11/2012;-;-;103-N Ciclo Formativo Grado Medio;CARABANCHEL;VISTA ALEGRE;1
Mujer;76-85;ESPAÑOLA;01/09/2015;-;Jubilado/a;200-N NS/NC;CENTRO;UNIVERSIDAD;1
Mujer;42-51;ESPAÑOLA;21/12/2007;-;-;105-N Diplomado Universitario;CIUDAD LINEAL;PUEBLO NUEVO;1
Varón;59-68;ESPAÑOLA;21/10/2021;-;Desempleado/a;04-A FP;CARABANCHEL;BUENAVISTA;1
Varón;43-52;ESPAÑOLA;11/07/2019;31/08/2022;-;101-N ESO Educación Secundaria;VILLA DE VALLECAS;SANTA EUGENIA;1
Mujer;72-81;ESPAÑOLA;18/10/2012;-;Trabajando;02-A EGB/Graduado Escolar;BARAJAS;ALAMEDA DE OSUNA;1
Mujer;57-66;ESPAÑOLA;25/05/2021;-;Trabajando;08-A Licenciado Universitario;CENTRO;PALACIO;1
Varón;42-51;BRASILEÑA;03/09/2014;-;Desempleado/a;101-N ESO Educación Secundaria;FUENCARRAL-EL PARDO;VALVERDE;1
Varón;43-52;MEXICANA;19/12/2014;-;Desempleado/a;106-N Licenciado Universitario;CENTRO;CORTES;1
Mujer;56-65;ESPAÑOLA;21/04/2022;-;Desempleado/a;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;>90;NO IDENTIFICADO;19/10/2009;-;Jubilado/a;200-N NS/NC;CENTRO;PALACIO;1
Varón;51-60;ESPAÑOLA;14/03/2017;-;Desempleado/a;07-A Diplomado Universitario;BARAJAS;CASCO H.BARAJAS;1
Mujer;37-46;COLOMBIANA;22/08/2019;31/05/2021;Estudiando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;56-65;ESPAÑOLA;21/12/2022;-;Desempleado/a;06-A Módulo Profesional;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;48-57;ESPAÑOLA;29/05/2019;-;Desempleado/a;06-A Módulo Profesional;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;31-40;ESPAÑOLA;31/01/2012;30/06/2022;Estudiando;102-N Bachillerato;VICALVARO;CASCO H.VICALVARO;1
Mujer;70-79;ESPAÑOLA;21/11/2008;-;Otra situación;200-N NS/NC;FUENCARRAL-EL PARDO;EL PILAR;1
Mujer;85-94;ESPAÑOLA;24/11/2008;-;Jubilado/a;02-A EGB/Graduado Escolar;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Mujer;63-72;ESPAÑOLA;10/01/2014;-;Trabajando;05-A COU;TETUAN;BERRUGUETE;1
Varón;57-66;ESPAÑOLA;31/03/2017;-;Trabajando;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;ENTREVIAS;1
Mujer;31-40;ESPAÑOLA;28/02/2023;-;Trabajando;08-A Licenciado Universitario;TETUAN;BELLAS VISTAS;1
Mujer;26-35;ESPAÑOLA;07/12/2022;-;Trabajando;104-N Ciclo Formativo Grado Superior;VILLA DE VALLECAS;SANTA EUGENIA;1
Varón;85-94;ESPAÑOLA;09/07/2019;-;Jubilado/a;-;BARAJAS;ALAMEDA DE OSUNA;1
Mujer;24-33;ESPAÑOLA;07/02/2023;-;Estudiando;07-A Diplomado Universitario;LATINA;PUERTA DEL ANGEL;1
Mujer;41-50;ESPAÑOLA;25/09/2019;-;Estudiando;06-A Módulo Profesional;CARABANCHEL;SAN ISIDRO;1
Mujer;20-29;ESPAÑOLA;13/06/2019;-;Estudiando;101-N ESO Educación Secundaria;HORTALEZA;PINAR DEL REY;1
Mujer;44-53;ESPAÑOLA;09/01/2012;-;Trabajando;106-N Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;44-53;ESPAÑOLA;28/04/2009;-;Trabajando;04-A FP;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;74-83;ESPAÑOLA;15/04/2009;-;Jubilado/a;03-A BUP/Bachillerato;ARGANZUELA;ACACIAS;1
Varón;62-71;ESPAÑOLA;06/05/2009;-;Trabajando;200-N NS/NC;ARGANZUELA;DELICIAS;1
Varón;44-53;ESPAÑOLA;02/02/2018;-;Trabajando;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Varón;78-87;ESPAÑOLA;06/10/2010;22/03/2023;-;200-N NS/NC;RETIRO;NIÑO JESUS;1
Mujer;35-44;VENEZOLANA;16/02/2021;-;Desempleado/a;105-N Diplomado Universitario;BARAJAS;CASCO H.BARAJAS;1
